date,_id,lat,lng,place_name,place_county,place_type,text
Wed Sep 30 23:21:23 +0000 2020,1311446071932060000,51.5409,0.122,Barking and Dagenham,London,city,"""Potatoes x2"" in #Dagenham #UnitedKingdom https://t.co/GSdjCdRB4S #foodwaste #free"
Wed Sep 30 23:20:47 +0000 2020,1311445920224090000,51.5409,0.122,Barking and Dagenham,London,city,"""Potatoes x2"" in #Dagenham #UnitedKingdom https://t.co/8XNbRMgYoh #foodwaste #free"
Wed Sep 30 23:20:16 +0000 2020,1311445790792050000,51.5409,0.122,Barking and Dagenham,London,city,"""Beef x3"" in #Dagenham #UnitedKingdom https://t.co/EMCMT9DRwb #foodwaste #free"
Wed Sep 30 23:19:33 +0000 2020,1311445610202110000,51.5409,0.122,Barking and Dagenham,London,city,"""Dried pineapple max 5 per person "" in #Dagenham #UnitedKingdom https://t.co/r7zpxj3IBJ #foodwaste #free"
Wed Sep 30 23:17:21 +0000 2020,1311445054557430000,51.558241,-0.122686,Islington,London,city,"""Makeup and ear plugs"" in #London #UnitedKingdom https://t.co/XsVZbDEqfB #zerowaste #free"
Wed Sep 30 23:17:07 +0000 2020,1311444999461050000,51.558241,-0.122686,Islington,London,city,"""Odd socks/ pairs of socks/ used bras"" in #London #UnitedKingdom https://t.co/GIfnCKNH7j #zerowaste #free"
Wed Sep 30 23:14:44 +0000 2020,1311444395816830000,51.5409,0.122,Barking and Dagenham,London,city,"""Bakery "" in #Dagenham #UnitedKingdom https://t.co/dKKhiS1G2M #foodwaste #free"
Wed Sep 30 23:14:16 +0000 2020,1311444280569890000,51.5409,0.122,Barking and Dagenham,London,city,"""Bakery "" in #Dagenham #UnitedKingdom https://t.co/Jmit4Z7csB #foodwaste #free"
Wed Sep 30 23:12:26 +0000 2020,1311443818567400000,51.5409,0.122,Barking and Dagenham,London,city,"""Bakery "" in #Dagenham #UnitedKingdom https://t.co/MqLw1tVm3c #foodwaste #free"
Wed Sep 30 23:11:32 +0000 2020,1311443591710020000,51.5409,0.122,Barking and Dagenham,London,city,"""Bakery "" in #Dagenham #UnitedKingdom https://t.co/iVCGSSKspE #foodwaste #free"
Wed Sep 30 23:10:30 +0000 2020,1311443330354610000,51.5409,0.122,Barking and Dagenham,London,city,"""Bakery "" in #Dagenham #UnitedKingdom https://t.co/xRYztRfclQ #foodwaste #free"
Wed Sep 30 23:09:21 +0000 2020,1311443041954210000,51.5409,0.122,Barking and Dagenham,London,city,"""Bakery "" in #Dagenham #UnitedKingdom https://t.co/Ij6DhhFtcI #foodwaste #free"
Wed Sep 30 23:07:57 +0000 2020,1311442689188080000,51.5409,0.122,Barking and Dagenham,London,city,"""Bakery "" in #Dagenham #UnitedKingdom https://t.co/jFUfcQC9yJ #foodwaste #free"
Wed Sep 30 23:07:56 +0000 2020,1311442684507230000,51.9232,-0.47169,Sundon Park,Luton,suburb,"""Pret five berry bowl"" in #Luton #UnitedKingdom https://t.co/W4wflfpj3h #foodwaste #free"
Wed Sep 30 23:07:38 +0000 2020,1311442608724630000,51.9232,-0.47169,Sundon Park,Luton,suburb,"""Pret five berry bowl"" in #Luton #UnitedKingdom https://t.co/LMh6MIYzpJ #foodwaste #free"
Wed Sep 30 23:06:53 +0000 2020,1311442422816270000,51.5409,0.122,Barking and Dagenham,London,city,"""Bakery "" in #Dagenham #UnitedKingdom https://t.co/Cf5O4BnJrI #foodwaste #free"
Wed Sep 30 23:06:15 +0000 2020,1311442262526780000,51.9232,-0.47169,Sundon Park,Luton,suburb,"""Pret posh Cheddar and pickle baguette"" in #Luton #UnitedKingdom https://t.co/hVREt1ttS2 #foodwaste #free"
Wed Sep 30 23:05:48 +0000 2020,1311442148181640000,51.9232,-0.47169,Sundon Park,Luton,suburb,"""Pret blueberry muffins x3"" in #Luton #UnitedKingdom https://t.co/nltsh0VeBh #foodwaste #free"
Wed Sep 30 23:05:35 +0000 2020,1311442096486840000,52.1371,-1.66516,Stratford-on-Avon,Warwickshire,city,"""Mirror "" in #StratforduponAvon #UnitedKingdom https://t.co/KUgW1ukL82 #zerowaste #free"
Wed Sep 30 23:05:16 +0000 2020,1311442014140020000,51.5409,0.122,Barking and Dagenham,London,city,"""Bakery "" in #Dagenham #UnitedKingdom https://t.co/zk1EHKiteb #foodwaste #free"
Wed Sep 30 23:04:48 +0000 2020,1311441897542630000,51.5409,0.122,Barking and Dagenham,London,city,"""Bakery "" in #Dagenham #UnitedKingdom https://t.co/dM2ALJwo4m #foodwaste #free"
Wed Sep 30 23:01:31 +0000 2020,1311441072095100000,53.204642,-2.509683,Winsford,Cheshire West and Chester,suburb,"""Costa mozzarella &amp; tomato Panini"" in #Winsford #UnitedKingdom https://t.co/r58JJayCdf #foodwaste #free"
Wed Sep 30 23:01:30 +0000 2020,1311441066051150000,51.7681,-0.2961,St Albans,Hertfordshire,city,"""Loose bakery"" in #StAlbans #UnitedKingdom https://t.co/aoWmHgILpy #foodwaste #free"
Wed Sep 30 23:00:13 +0000 2020,1311440745098880000,53.9531,-1.05369,York,York,city,"""Almost full bottle of lemon juice (200ml)"" in #York #UnitedKingdom https://t.co/5NqBySOmd9 #foodwaste #free"
Wed Sep 30 22:52:49 +0000 2020,1311438883482150000,55.8602,-4.30424,Glasgow,Glasgow City,city,"""Blonding kit"" in #Glasgow #UnitedKingdom https://t.co/Jk6IinJavs #zerowaste #free"
Wed Sep 30 22:50:11 +0000 2020,1311438218726910000,52.0101,-0.76114,Furzton,Milton Keynes,suburb,"""Wholemeal Warburtons -  Kindly donated b..."" in #MiltonKeynes #UnitedKingdom https://t.co/mGGi2cgz73 #foodwaste #free"
Wed Sep 30 22:49:49 +0000 2020,1311438126615800000,51.440392,0.063231,Royal Borough of Greenwich,,city,"""Plain flour"" in #London #UnitedKingdom https://t.co/QXc7HgLUbK #foodwaste #free"
Wed Sep 30 22:49:41 +0000 2020,1311438092553810000,51.440392,0.063231,Royal Borough of Greenwich,,city,"""Plain flour"" in #London #UnitedKingdom https://t.co/YQoIQTf0bU #foodwaste #free"
Wed Sep 30 22:49:29 +0000 2020,1311438044315220000,51.440392,0.063231,Royal Borough of Greenwich,,city,"""Plain flour"" in #London #UnitedKingdom https://t.co/Ycicf7lRir #foodwaste #free"
Wed Sep 30 22:46:53 +0000 2020,1311437388665820000,51.440392,0.063231,Royal Borough of Greenwich,,city,"""Penne pasta "" in #London #UnitedKingdom https://t.co/4uaQSDOs8w #foodwaste #free"
Wed Sep 30 22:46:51 +0000 2020,1311437381690680000,51.440392,0.063231,Royal Borough of Greenwich,,city,"""Penne pasta "" in #London #UnitedKingdom https://t.co/bcKFgpwz55 #foodwaste #free"
Wed Sep 30 22:46:51 +0000 2020,1311437380340020000,51.440392,0.063231,Royal Borough of Greenwich,,city,"""Penne pasta "" in #London #UnitedKingdom https://t.co/eb6hX6edfs #foodwaste #free"
Wed Sep 30 22:46:51 +0000 2020,1311437379891330000,51.429,-0.91825,Earley,Wokingham,suburb,"""Sainsbury’s organic spring onions "" in #Reading #UnitedKingdom https://t.co/sVkMhsv76S #foodwaste #free"
Wed Sep 30 22:46:38 +0000 2020,1311437327378590000,51.429,-0.91825,Earley,Wokingham,suburb,"""Sainsbury’s organic spring onions "" in #Reading #UnitedKingdom https://t.co/gR5Rl2oe9X #foodwaste #free"
Wed Sep 30 22:46:35 +0000 2020,1311437314112010000,51.429,-0.91825,Earley,Wokingham,suburb,"""Sainsbury’s organic spring onions "" in #Reading #UnitedKingdom https://t.co/PD6TtWk1hY #foodwaste #free"
Wed Sep 30 22:46:02 +0000 2020,1311437175494450000,51.48928,-0.0209,Isle of Dogs,,suburb,"""My Way perfume sample "" in #London #UnitedKingdom https://t.co/4qPOf7sydT #zerowaste #free"
Wed Sep 30 22:42:17 +0000 2020,1311436231159550000,51.429,-0.91825,Earley,Wokingham,suburb,"""Sainsbury’s organic kiwi fruit pack"" in #Reading #UnitedKingdom https://t.co/ulKoahifXK #foodwaste #free"
Wed Sep 30 22:42:11 +0000 2020,1311436206618670000,51.429,-0.91825,Earley,Wokingham,suburb,"""Sainsbury’s organic kiwi fruit pack"" in #Reading #UnitedKingdom https://t.co/gV7LovpsWV #foodwaste #free"
Wed Sep 30 22:42:11 +0000 2020,1311436205763060000,51.429,-0.91825,Earley,Wokingham,suburb,"""Sainsbury’s organic kiwi fruit pack"" in #Reading #UnitedKingdom https://t.co/wZUk0QODzT #foodwaste #free"
Wed Sep 30 22:41:59 +0000 2020,1311436154877760000,51.429,-0.91825,Earley,Wokingham,suburb,"""Sainsbury’s organic kiwi fruit pack"" in #Reading #UnitedKingdom https://t.co/liXQ4TxaRY #foodwaste #free"
Wed Sep 30 22:41:15 +0000 2020,1311435972043830000,51.429,-0.91825,Earley,Wokingham,suburb,"""Sainsbury’s Padron peppers "" in #Reading #UnitedKingdom https://t.co/qgjoIzv7HD #foodwaste #free"
Wed Sep 30 22:40:11 +0000 2020,1311435702987560000,53.947,-1.07722,York,York,city,"""Soft wholemeal rolls "" in #York #UnitedKingdom https://t.co/Xj3yrMFrwF #foodwaste #free"
Wed Sep 30 22:40:01 +0000 2020,1311435661665280000,51.429,-0.91825,Earley,Wokingham,suburb,"""Sainsbury’s baby new potatoes ttd"" in #Reading #UnitedKingdom https://t.co/uhnzIfxumZ #foodwaste #free"
Wed Sep 30 22:38:30 +0000 2020,1311435279358730000,51.429,-0.91825,Earley,Wokingham,suburb,"""Sainsbury’s british baby potatoes "" in #Reading #UnitedKingdom https://t.co/pEBfwUVY7m #foodwaste #free"
Wed Sep 30 22:38:13 +0000 2020,1311435207703250000,51.429,-0.91825,Earley,Wokingham,suburb,"""Sainsbury’s british baby potatoes "" in #Reading #UnitedKingdom https://t.co/U5EqOyyEjY #foodwaste #free"
Wed Sep 30 22:38:02 +0000 2020,1311435163684010000,51.429,-0.91825,Earley,Wokingham,suburb,"""Sainsbury’s british baby potatoes "" in #Reading #UnitedKingdom https://t.co/GqmNq6m4pm #foodwaste #free"
Wed Sep 30 22:37:54 +0000 2020,1311435128040830000,51.429,-0.91825,Earley,Wokingham,suburb,"""Sainsbury’s british baby potatoes "" in #Reading #UnitedKingdom https://t.co/8nirnxEc8H #foodwaste #free"
Wed Sep 30 22:37:51 +0000 2020,1311435115986330000,51.429,-0.91825,Earley,Wokingham,suburb,"""Sainsbury’s british baby potatoes "" in #Reading #UnitedKingdom https://t.co/4KOpRD0akx #foodwaste #free"
Wed Sep 30 22:37:15 +0000 2020,1311434963418570000,51.429,-0.91825,Earley,Wokingham,suburb,"""Sainsbury’s Charlotte potatoes "" in #Reading #UnitedKingdom https://t.co/5pghnJPbMn #foodwaste #free"
Wed Sep 30 22:36:23 +0000 2020,1311434748187730000,51.6408,-0.7661,High Wycombe,Buckinghamshire,town,"""Polish bread"" in #HighWycombe #UnitedKingdom https://t.co/RiInBCfUHa #foodwaste #free"
Wed Sep 30 22:35:40 +0000 2020,1311434564284410000,51.440392,0.063231,Royal Borough of Greenwich,,city,"""Himalayan Basmati rice"" in #London #UnitedKingdom https://t.co/m5qsdfOxKJ #foodwaste #free"
Wed Sep 30 22:35:39 +0000 2020,1311434562191460000,51.440392,0.063231,Royal Borough of Greenwich,,city,"""Himalayan Basmati rice"" in #London #UnitedKingdom https://t.co/ecxlCOsq8U #foodwaste #free"
Wed Sep 30 22:35:25 +0000 2020,1311434501826980000,51.440392,0.063231,Royal Borough of Greenwich,,city,"""Himalayan Basmati rice"" in #London #UnitedKingdom https://t.co/E8SvjvCBB7 #foodwaste #free"
Wed Sep 30 22:34:52 +0000 2020,1311434364253800000,51.429,-0.91825,Earley,Wokingham,suburb,"""Sainsbury’s organic carrots"" in #Reading #UnitedKingdom https://t.co/Lw7yO9GJp3 #foodwaste #free"
Wed Sep 30 22:34:50 +0000 2020,1311434354502050000,51.429,-0.91825,Earley,Wokingham,suburb,"""Sainsbury’s organic carrots"" in #Reading #UnitedKingdom https://t.co/7spa0pBbhy #foodwaste #free"
Wed Sep 30 22:34:39 +0000 2020,1311434308394120000,51.429,-0.91825,Earley,Wokingham,suburb,"""Sainsbury’s organic carrots"" in #Reading #UnitedKingdom https://t.co/H8uVyC8gtt #foodwaste #free"
Wed Sep 30 22:33:59 +0000 2020,1311434143557980000,51.429,-0.91825,Earley,Wokingham,suburb,"""Sainsbury’s organic bunched carrots"" in #Reading #UnitedKingdom https://t.co/U9unaU1x2b #foodwaste #free"
Wed Sep 30 22:33:04 +0000 2020,1311433911684270000,51.429,-0.91825,Earley,Wokingham,suburb,"""Sainsbury’s celery x 7"" in #Reading #UnitedKingdom https://t.co/gbmBzqYAhC #foodwaste #free"
Wed Sep 30 22:30:48 +0000 2020,1311433339652440000,51.5235,-0.20295,City of Westminster,,city,"""TESCO Pink Lady Apple &amp; Grape fruit pot"" in #London #UnitedKingdom https://t.co/2TwC4JISMb #foodwaste #free"
Wed Sep 30 22:27:54 +0000 2020,1311432611018010000,51.4627,-0.15566,Wandsworth,London,city,"""Wardrobe"" in #London #UnitedKingdom https://t.co/gNlAI93snA #zerowaste #free"
Wed Sep 30 22:27:44 +0000 2020,1311432570643640000,51.5138,0.04786,Newham,London,city,"""Mince pies "" in #London #UnitedKingdom https://t.co/exUKCXS02z #foodwaste #free"
Wed Sep 30 22:26:40 +0000 2020,1311432302023590000,51.5138,0.04786,Newham,London,city,"""Mince pies "" in #London #UnitedKingdom https://t.co/OCM96fvRJq #foodwaste #free"
Wed Sep 30 22:26:28 +0000 2020,1311432250056210000,51.5138,0.04786,Newham,London,city,"""Mince pies "" in #London #UnitedKingdom https://t.co/X11SmLuj5y #foodwaste #free"
Wed Sep 30 22:26:26 +0000 2020,1311432243521430000,51.5138,0.04786,Newham,London,city,"""Mince pies "" in #London #UnitedKingdom https://t.co/1IuQt77rcg #foodwaste #free"
Wed Sep 30 22:24:54 +0000 2020,1311431854990430000,51.5138,0.04786,Newham,London,city,"""Scones 2 x"" in #London #UnitedKingdom https://t.co/6TvZAg9Yqv #foodwaste #free"
Wed Sep 30 22:24:42 +0000 2020,1311431804524560000,51.5138,0.04786,Newham,London,city,"""Scones 2 x"" in #London #UnitedKingdom https://t.co/JmraVznlub #foodwaste #free"
Wed Sep 30 22:23:34 +0000 2020,1311431519135770000,51.440392,0.063231,Royal Borough of Greenwich,,city,"""Malted grain loaf 800g"" in #London #UnitedKingdom https://t.co/PFFNwyxgMa #foodwaste #free"
Wed Sep 30 22:23:33 +0000 2020,1311431518535940000,51.440392,0.063231,Royal Borough of Greenwich,,city,"""Malted grain loaf 800g"" in #London #UnitedKingdom https://t.co/L2rmamkmhP #foodwaste #free"
Wed Sep 30 22:23:22 +0000 2020,1311431469957550000,51.440392,0.063231,Royal Borough of Greenwich,,city,"""Malted grain loaf 800g"" in #London #UnitedKingdom https://t.co/LD6TygTetL #foodwaste #free"
Wed Sep 30 22:23:15 +0000 2020,1311431439674730000,51.440392,0.063231,Royal Borough of Greenwich,,city,"""Malted grain loaf 800g"" in #London #UnitedKingdom https://t.co/uUCG7XE7cX #foodwaste #free"
Wed Sep 30 22:23:11 +0000 2020,1311431424357090000,51.440392,0.063231,Royal Borough of Greenwich,,city,"""Malted grain loaf 800g"" in #London #UnitedKingdom https://t.co/CjwvZEoSuI #foodwaste #free"
Wed Sep 30 22:23:11 +0000 2020,1311431423543440000,52.0642,1.18798,Rushmere,Suffolk,suburb,"""Green beans"" in #Ipswich #UnitedKingdom https://t.co/74fhePEbjP #foodwaste #free"
Wed Sep 30 22:22:57 +0000 2020,1311431365594880000,55.8343,-4.25519,Glasgow,Glasgow City,city,"""Kids lunch bag"" in #GlasgowMetropolitanArea #UnitedKingdom https://t.co/DzeReXiqhO #zerowaste #free"
Wed Sep 30 22:22:42 +0000 2020,1311431303577970000,51.5243,-0.02392,Bow,,suburb,"""Ikea Mellby Armchair"" in #London #UnitedKingdom https://t.co/E4QlEvkUQI #zerowaste #free"
Wed Sep 30 22:21:57 +0000 2020,1311431113018150000,55.8343,-4.25519,Glasgow,Glasgow City,city,"""Craft scoring board"" in #GlasgowMetropolitanArea #UnitedKingdom https://t.co/kWrDTYXxyS #zerowaste #free"
Wed Sep 30 22:21:41 +0000 2020,1311431045821200000,51.5958,-0.01645,Waltham Forest,London,city,"""A bunch of toiletries"" in #London #UnitedKingdom https://t.co/NM5ckrDoMz #zerowaste #free"
Wed Sep 30 22:21:41 +0000 2020,1311431045288550000,51.5138,0.04786,Newham,London,city,"""Little gem lettuce "" in #London #UnitedKingdom https://t.co/nvkPoMGACp #foodwaste #free"
Wed Sep 30 22:21:01 +0000 2020,1311430877944090000,51.5138,0.04786,Newham,London,city,"""Little gem lettuce "" in #London #UnitedKingdom https://t.co/DFlAaHOkKr #foodwaste #free"
Wed Sep 30 22:20:33 +0000 2020,1311430762252690000,55.8343,-4.25519,Glasgow,Glasgow City,city,"""Fairy lights"" in #GlasgowMetropolitanArea #UnitedKingdom https://t.co/UuhVPisuXl #zerowaste #free"
Wed Sep 30 22:20:31 +0000 2020,1311430751632730000,51.5454,-0.12542,Islington,London,city,"""Baguettes by Pret a manger"" in #London #UnitedKingdom https://t.co/YDBOeIdTMM #foodwaste #free"
Wed Sep 30 22:20:03 +0000 2020,1311430634871620000,52.0642,1.18798,Rushmere,Suffolk,suburb,"""Brioche bun"" in #Ipswich #UnitedKingdom https://t.co/rHOA5htt7P #foodwaste #free"
Wed Sep 30 22:19:46 +0000 2020,1311430563795010000,51.440392,0.063231,Royal Borough of Greenwich,,city,"""Warburtons seeded bagels baked with a blend of..."" in #London #UnitedKingdom https://t.co/tGfXeQsiTG #foodwaste #free"
Wed Sep 30 22:19:41 +0000 2020,1311430544186630000,51.440392,0.063231,Royal Borough of Greenwich,,city,"""Warburtons seeded bagels baked with a blend of..."" in #London #UnitedKingdom https://t.co/eIL9JeN5oG #foodwaste #free"
Wed Sep 30 22:19:24 +0000 2020,1311430472233370000,51.5138,0.04786,Newham,London,city,"""Letuce "" in #London #UnitedKingdom https://t.co/GDwh5bkO2p #foodwaste #free"
Wed Sep 30 22:18:42 +0000 2020,1311430295531520000,51.5454,-0.12542,Islington,London,city,"""Five berry bowl by Pret a Manger"" in #London #UnitedKingdom https://t.co/e6h2QJgZTc #foodwaste #free"
Wed Sep 30 22:17:51 +0000 2020,1311430081089330000,51.5454,-0.12542,Islington,London,city,"""Bircher muesli bowl by Pret a Manger"" in #London #UnitedKingdom https://t.co/lzTxOKPLGZ #foodwaste #free"
Wed Sep 30 22:17:00 +0000 2020,1311429869964870000,51.5454,-0.12542,Islington,London,city,"""Houmous and chipotle wrap by pret a manger"" in #London #UnitedKingdom https://t.co/BgCrBR5IpK #foodwaste #free"
Wed Sep 30 22:16:42 +0000 2020,1311429794790360000,51.4896,-0.06637,Southwark,London,city,"""Tesco's baked goods"" in #London #UnitedKingdom https://t.co/GYvahnG0dL #foodwaste #free"
Wed Sep 30 22:16:36 +0000 2020,1311429769481920000,51.5454,-0.12542,Islington,London,city,"""Sandwiches by pret a manger"" in #London #UnitedKingdom https://t.co/WDtIibXgGX #foodwaste #free"
Wed Sep 30 22:15:51 +0000 2020,1311429578360000000,51.524521,-2.428712,Dodington,South Gloucestershire,suburb,"""Satsuma Bumper Pack"" in #Bristol #UnitedKingdom https://t.co/y7YOUdShNW #foodwaste #free"
Wed Sep 30 22:15:42 +0000 2020,1311429540271610000,51.519831,-0.07,London,London,city,"""4x mystery pastries"" in #London #UnitedKingdom https://t.co/IBLCd7GALW #foodwaste #free"
Wed Sep 30 22:15:38 +0000 2020,1311429526023550000,51.519831,-0.07,London,London,city,"""4x mystery pastries"" in #London #UnitedKingdom https://t.co/tkjsgykIoT #foodwaste #free"
Wed Sep 30 22:15:37 +0000 2020,1311429520755390000,51.519831,-0.07,London,London,city,"""4x mystery pastries"" in #London #UnitedKingdom https://t.co/D40IDftBKf #foodwaste #free"
Wed Sep 30 22:15:24 +0000 2020,1311429463851390000,51.519831,-0.07,London,London,city,"""4x mystery pastries"" in #London #UnitedKingdom https://t.co/X0FbIGhEmL #foodwaste #free"
Wed Sep 30 22:15:13 +0000 2020,1311429419962170000,51.519831,-0.07,London,London,city,"""4x mystery pastries"" in #London #UnitedKingdom https://t.co/fSWaYwFOf5 #foodwaste #free"
Wed Sep 30 22:14:34 +0000 2020,1311429255868360000,51.5454,-0.12542,Islington,London,city,"""Smashed avo gluten free bread"" in #London #UnitedKingdom https://t.co/ZEwB5GBpSZ #foodwaste #free"
Wed Sep 30 22:13:30 +0000 2020,1311428985822350000,51.5454,-0.12542,Islington,London,city,"""Vegan chilli wrap by pret a manger"" in #London #UnitedKingdom https://t.co/zAVGr5aDwX #foodwaste #free"
Wed Sep 30 22:12:33 +0000 2020,1311428746713460000,53.204642,-2.509683,Winsford,Cheshire West and Chester,suburb,"""Costa Chicken fajita wrap"" in #Winsford #UnitedKingdom https://t.co/sypnNJPRxK #foodwaste #free"
Wed Sep 30 22:12:07 +0000 2020,1311428640622680000,51.440392,0.063231,Royal Borough of Greenwich,,city,"""White crusty rolls"" in #London #UnitedKingdom https://t.co/Si49tdwxsC #foodwaste #free"
Wed Sep 30 22:12:02 +0000 2020,1311428618640400000,51.440392,0.063231,Royal Borough of Greenwich,,city,"""White crusty rolls"" in #London #UnitedKingdom https://t.co/m2sRAKsYHq #foodwaste #free"
Wed Sep 30 22:12:02 +0000 2020,1311428617759610000,51.440392,0.063231,Royal Borough of Greenwich,,city,"""White crusty rolls"" in #London #UnitedKingdom https://t.co/EeBSp6Q3mR #foodwaste #free"
Wed Sep 30 22:11:57 +0000 2020,1311428599518550000,51.440392,0.063231,Royal Borough of Greenwich,,city,"""White crusty rolls"" in #London #UnitedKingdom https://t.co/Nc4oyL2euM #foodwaste #free"
Wed Sep 30 22:11:50 +0000 2020,1311428566752660000,51.6216,0.01076,Waltham Forest,London,city,"""Wight  cakes 9 sept  Donated by  Eat17"" in #London #UnitedKingdom https://t.co/BhqwVVnIIy #foodwaste #free"
Wed Sep 30 22:11:50 +0000 2020,1311428566618440000,51.440392,0.063231,Royal Borough of Greenwich,,city,"""White crusty rolls"" in #London #UnitedKingdom https://t.co/dM9MZvw1Wo #foodwaste #free"
Wed Sep 30 22:11:48 +0000 2020,1311428560226220000,51.440392,0.063231,Royal Borough of Greenwich,,city,"""White crusty rolls"" in #London #UnitedKingdom https://t.co/MPEnBlyhau #foodwaste #free"
Wed Sep 30 22:11:48 +0000 2020,1311428559420960000,51.440392,0.063231,Royal Borough of Greenwich,,city,"""White crusty rolls"" in #London #UnitedKingdom https://t.co/r9r1v9d72y #foodwaste #free"
Wed Sep 30 21:50:00 +0000 2020,1311423073812250000,52.0101,-0.76114,Furzton,Milton Keynes,suburb,"""Crunchy Coleslaw Kit - Kindly donated by..."" in #MiltonKeynes #UnitedKingdom https://t.co/6iCIuIbZs2 #foodwaste #free"
Wed Sep 30 21:46:51 +0000 2020,1311422282590420000,51.521658,-0.111889,Camden,London,city,"""Brand New Qur'an - Arabic and English Translat..."" in #London #UnitedKingdom https://t.co/KvejUrNEer #zerowaste #free"
Wed Sep 30 21:44:43 +0000 2020,1311421742292690000,51.5462,-0.06453,Hackney,London,city,"""Meaty Pizza  Toasties kindly donated by POE Ca..."" in #London #UnitedKingdom https://t.co/UL2tQwkR4L #foodwaste #free"
Wed Sep 30 21:10:27 +0000 2020,1311413118946340000,51.440392,0.063231,Royal Borough of Greenwich,,city,"""Little gem lettuce "" in #London #UnitedKingdom https://t.co/MPyv7UJB8W #foodwaste #free"
Wed Sep 30 21:06:30 +0000 2020,1311412126943080000,51.1616,-2.93612,Sedgemoor,Somerset,city,"""Aubergine "" in #Bridgwater #UnitedKingdom https://t.co/KSgPZo0nIz #foodwaste #free"
Wed Sep 30 21:02:52 +0000 2020,1311411211498470000,51.7111,-0.03573,Cheshunt,Hertfordshire,suburb,"""Melon &amp; grapes "" in #Cheshunt #UnitedKingdom https://t.co/GZOFqllMeX #foodwaste #free"
Wed Sep 30 21:01:07 +0000 2020,1311410772384250000,53.319432,-1.509237,Sheffield,,city,"""Pret Jambon beurre- size is like half a bag..."" in #Sheffield #UnitedKingdom https://t.co/U5shZWyW9H #foodwaste #free"
Wed Sep 30 21:00:54 +0000 2020,1311410717258470000,55.9975,-3.80367,Bantaskin,Falkirk,suburb,"""Sweet &amp; crispy salad x3"" in #Falkirk #UnitedKingdom https://t.co/mS0tWEHopp #foodwaste #free"
Wed Sep 30 20:50:55 +0000 2020,1311408204320920000,53.0756,-1.23064,Annesley CP,,suburb,"""Mybabiie Pram Complete Travel system"" in #Nottingham #UnitedKingdom https://t.co/1b5sgp5zZ5 #zerowaste #free"
Wed Sep 30 20:44:25 +0000 2020,1311406568777240000,51.881376,0.171709,East Hertfordshire,Hertfordshire,city,"""Sandwich duo"" in #BishopsStortford #UnitedKingdom https://t.co/9PBeD9fpbN #foodwaste #free"
Wed Sep 30 20:39:48 +0000 2020,1311405409190650000,51.2773,-0.84266,Hart,Hampshire,city,"""Tesco baby spinach"" in #Fleet #UnitedKingdom https://t.co/6la298urKV #foodwaste #free"
Wed Sep 30 20:39:30 +0000 2020,1311405331893760000,51.468,-0.12082,Lambeth,London,city,"""Pork pie 150g x1"" in #London #UnitedKingdom https://t.co/umvoSLhXov #foodwaste #free"
Wed Sep 30 20:27:37 +0000 2020,1311402339245250000,50.794,0.24961,Eastbourne,East Sussex,town,"""Dill"" in #Eastbourne #UnitedKingdom https://t.co/HTagx2G5HU #foodwaste #free"
Wed Sep 30 20:25:20 +0000 2020,1311401767926590000,51.4564,-0.24084,Wandsworth,London,city,"""🥳 natural yogurt 🥳 "" in #London #UnitedKingdom https://t.co/eVcpTdt95M #foodwaste #free"
Wed Sep 30 20:07:15 +0000 2020,1311397214913130000,51.6385,-0.13509,Enfield,London,city,"""1 rubber and 1 pencil sharpener"" in #London #UnitedKingdom https://t.co/jJRA3cadA8 #zerowaste #free"
Wed Sep 30 20:07:11 +0000 2020,1311397200891580000,51.530537,-0.22537,Brent,London,city,"""Mystery Muffin (bundle of 2) - Planet Organic ..."" in #London #UnitedKingdom https://t.co/MPJW9U5EEY #foodwaste #free"
Wed Sep 30 20:00:31 +0000 2020,1311395520972230000,51.1356,0.85376,Ashford,Kent,town,"""PRET classic super club sandwich "" in #Ashford #UnitedKingdom https://t.co/1Ag6wAKUFU #foodwaste #free"
Wed Sep 30 20:00:28 +0000 2020,1311395508943020000,51.1356,0.85376,Ashford,Kent,town,"""PRET classic super club sandwich "" in #Ashford #UnitedKingdom https://t.co/cAP7sJJpgK #foodwaste #free"
Wed Sep 30 19:59:49 +0000 2020,1311395346942230000,51.1356,0.85376,Ashford,Kent,town,"""PRET tuna and cucumber sandwich "" in #Ashford #UnitedKingdom https://t.co/hQVVZKU6Gc #foodwaste #free"
Wed Sep 30 19:59:49 +0000 2020,1311395345998450000,50.7038,-3.06799,East Devon,Devon,city,"""Melon slices"" in #Seaton #UnitedKingdom https://t.co/qextGF2srB #foodwaste #free"
Wed Sep 30 19:59:25 +0000 2020,1311395243930140000,51.1356,0.85376,Ashford,Kent,town,"""PRET ham and cheese sandwich "" in #Ashford #UnitedKingdom https://t.co/eLO1i58SJ2 #foodwaste #free"
Wed Sep 30 19:59:17 +0000 2020,1311395211336130000,51.1356,0.85376,Ashford,Kent,town,"""PRET ham and cheese sandwich "" in #Ashford #UnitedKingdom https://t.co/IQtCOvVpBS #foodwaste #free"
Wed Sep 30 19:59:08 +0000 2020,1311395173482500000,51.1356,0.85376,Ashford,Kent,town,"""PRET ham and cheese sandwich "" in #Ashford #UnitedKingdom https://t.co/VEv3uZIK6K #foodwaste #free"
